Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Current_Age,Avg_Mileage_Per_Year,New_Column
1063,Tata New Safari DICOR 2.2 EX 4x4,Hyderabad,2007,103000,First,13.93,2179.0,107.35215130674001,7.0,3.6,1,0,0,0,1,17,0.8194117647058823,51.32037867463877
1064,Hyundai i10 Sportz,Kolkata,2009,43002,First,20.36,1197.0,78.9,5.0,1.92,0,0,1,0,1,15,1.3573333333333333,21.404678944748632
1065,Toyota Innova Crysta 2.8 ZX AT,Bangalore,2016,108000,First,11.36,2755.0,171.5,7.0,20.5,1,0,0,1,0,8,1.42,53.57142857142857
1066,Skoda Laura Elegance MT,Jaipur,2010,82407,First,17.5,1896.0,107.35215130674001,5.0,4.25,1,0,0,0,1,14,1.25,40.99850746268657
1067,Hyundai Grand i10 Sportz,Kolkata,2013,29000,First,18.9,1197.0,107.35215130674001,5.0,3.2,0,0,1,0,1,11,1.718181818181818,14.40635866865375
1069,Maruti Swift Dzire VDI,Kolkata,2014,45000,First,23.4,1248.0,107.35215130674001,5.0,3.85,1,0,0,0,1,10,2.34,22.34359483614697
1070,Hyundai i20 Asta 1.4 CRDi (Diesel),Kochi,2010,93401,First,23.0,1396.0,107.35215130674001,5.0,3.48,1,0,0,0,1,14,1.6428571428571428,46.4681592039801
1071,Ford Figo 2015-2019 1.5D Trend MT,Hyderabad,2017,95802,Second,25.83,1498.0,107.35215130674001,5.0,4.55,1,0,0,0,1,7,3.69,47.49727317798711
1072,Maruti Ertiga VDI,Pune,2016,130000,First,25.47,1248.0,88.5,7.0,7.0,1,0,0,0,1,8,3.18375,64.48412698412699
1073,Maruti Ertiga ZDI,Ahmedabad,2013,67443,First,20.77,1248.0,88.8,7.0,5.75,1,0,0,0,1,11,1.8881818181818182,33.50372578241431
1074,Honda City 1.5 V AT Sunroof,Kochi,2016,47681,First,16.8,1497.0,116.3,5.0,8.73,0,0,1,1,0,8,2.1,23.651289682539684
1075,Maruti Alto LXi BSIII,Hyderabad,2009,35000,First,19.7,796.0,46.3,5.0,1.7,0,0,1,0,1,15,1.3133333333333332,17.421602787456447
1076,Ford Endeavour 3.2 Titanium AT 4X4,Hyderabad,2016,68000,First,10.91,3198.0,107.35215130674001,7.0,29.5,1,0,0,1,0,8,1.36375,33.73015873015873
1077,Maruti Vitara Brezza ZDi Plus,Kochi,2019,34688,First,24.3,1248.0,88.5,5.0,10.49,1,0,0,0,1,5,4.86,17.180782565626547
1078,Porsche Boxster S tiptronic,Kolkata,2015,10512,First,8.6,2706.0,107.35215130674001,2.0,64.0,0,0,1,1,0,9,0.9555555555555555,5.216873449131514
1079,Maruti Swift ZDi,Pune,2016,58000,First,22.9,1248.0,107.35215130674001,5.0,7.55,1,0,0,0,1,8,2.8625,28.76984126984127
1080,Tata Zest Revotron 1.2 XT,Mumbai,2014,40000,First,17.57,1193.0,88.7,5.0,3.95,0,0,1,0,1,10,1.7570000000000001,19.860973187686195
1081,Hyundai i20 1.2 Sportz Option,Bangalore,2010,61000,Fourth & Above,17.0,1197.0,107.35215130674001,5.0,3.25,0,0,1,0,1,14,1.2142857142857142,30.34825870646766
1082,Skoda Fabia 1.4 TDI Active,Mumbai,2009,86000,First,19.4,1422.0,107.35215130674001,5.0,2.75,1,0,0,0,1,15,1.2933333333333332,42.8073668491787
1083,Toyota Corolla Altis D-4D J,Kolkata,2015,45000,First,21.43,1364.0,87.2,5.0,7.35,1,0,0,0,1,9,2.381111111111111,22.332506203473944
1084,Volkswagen Ameo 1.2 MPI Comfortline,Ahmedabad,2017,55000,First,17.0,1198.0,73.75,5.0,4.7,0,0,1,0,1,7,2.4285714285714284,27.268220128904314
1085,Hyundai Creta 1.6 VTVT S,Kochi,2016,36855,Second,15.29,1591.0,121.3,5.0,8.77,0,0,1,0,1,8,1.91125,18.28125
1086,Hyundai i10 Magna 1.2,Kochi,2013,46821,First,20.36,1197.0,78.9,5.0,3.42,0,0,1,0,1,11,1.8509090909090908,23.259314456035767
1087,Chevrolet Beat LS,Kolkata,2015,120000,First,18.6,1199.0,76.8,5.0,2.5,0,0,1,0,1,9,2.066666666666667,59.55334987593052
1088,Jaguar XF 3.0 Litre S Premium Luxury,Kolkata,2012,29000,First,14.74,2993.0,270.9,5.0,20.0,1,0,0,1,0,12,1.2283333333333333,14.41351888667992
1089,Nissan Terrano XL,Mumbai,2014,40000,First,13.24,1598.0,102.5,5.0,5.25,0,0,1,0,1,10,1.324,19.860973187686195
1090,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Delhi,2013,60000,Second,15.73,1968.0,174.33,5.0,14.5,1,0,0,1,0,11,1.43,29.806259314456035
1091,Hyundai i10 Asta AT,Mumbai,2011,64984,First,16.95,1197.0,78.9,5.0,3.45,0,0,1,1,0,13,1.3038461538461539,32.31427150671308
1092,Maruti Alto K10 VXI AGS,Pune,2015,73204,First,24.07,998.0,67.1,5.0,3.3,0,0,1,1,0,9,2.6744444444444446,36.329528535980145
1093,Audi Q7 4.2 TDI Quattro Technology,Bangalore,2014,50000,First,11.33,4134.0,335.2,7.0,51.0,1,0,0,1,0,10,1.133,24.826216484607745
1094,Maruti Vitara Brezza VDi,Kolkata,2017,35000,First,24.3,1248.0,88.5,5.0,6.5,1,0,0,0,1,7,3.4714285714285715,17.352503718393653
1095,Hyundai EON D Lite Plus,Hyderabad,2013,17729,First,21.1,814.0,55.2,5.0,3.65,0,0,1,0,1,11,1.9181818181818182,8.807252856433184
1096,Mahindra XUV300 W8 Diesel,Chennai,2012,97000,First,20.0,1497.0,107.35215130674001,5.0,7.25,1,0,0,0,1,12,1.6666666666666667,48.210735586481114
1097,Hyundai Verna CRDi 1.6 SX Option,Kochi,2014,89614,First,22.0,1582.0,126.2,5.0,6.01,1,0,0,0,1,10,2.2,44.49553128103277
1098,Maruti Wagon R VXI,Kolkata,2015,14000,First,18.9,998.0,67.1,5.0,2.8,0,0,1,0,1,9,2.0999999999999996,6.947890818858561
1099,Hyundai i20 Sportz Option,Chennai,2012,50000,First,17.0,1197.0,107.35215130674001,5.0,4.0,0,0,1,0,1,12,1.4166666666666667,24.85089463220676
1100,Honda City i VTEC V,Delhi,2014,62505,First,17.4,1497.0,117.3,5.0,5.95,0,0,1,0,1,10,1.7399999999999998,31.035253227408145
1101,Toyota Innova 2.5 V Diesel 7-seater,Chennai,2011,248000,Second,12.8,2494.0,107.35215130674001,7.0,9.2,1,0,0,0,1,13,0.9846153846153847,123.32173048234709
1102,Hyundai Verna CRDi SX,Pune,2012,94900,First,16.8,1493.0,107.35215130674001,5.0,5.35,1,0,0,0,1,12,1.4000000000000001,47.16699801192843
1103,Tata Hexa XT,Delhi,2017,55000,First,17.6,2179.0,153.86,7.0,12.0,1,0,0,0,1,7,2.5142857142857147,27.268220128904314
1104,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,53735,Second,12.07,2967.0,241.4,7.0,38.94,1,0,0,1,0,9,1.3411111111111111,26.667493796526056
1105,Maruti Wagon R VXI,Coimbatore,2008,53934,Second,18.9,998.0,67.1,5.0,2.69,0,0,1,0,1,16,1.18125,26.859561752988046
1106,BMW 5 Series 2013-2017 525d Luxury Line,Bangalore,2013,58500,Second,17.09,1995.0,107.35215130674001,5.0,27.5,1,0,0,1,0,11,1.5536363636363637,29.061102831594635
1107,Honda Amaze EX i-Vtech,Kolkata,2014,48000,First,18.0,1198.0,86.7,5.0,2.75,0,0,1,0,1,10,1.8,23.833167825223438
1108,Maruti Alto 800 2016-2019 LXI,Mumbai,2016,24000,First,24.7,796.0,47.3,5.0,2.8,0,0,1,0,1,8,3.0875,11.904761904761905
1109,Hyundai Verna 1.6 SX VTVT,Mumbai,2016,52001,First,17.01,1591.0,121.3,5.0,6.45,0,0,1,0,1,8,2.12625,25.794146825396826
1110,Tata Tiago 1.2 Revotron XZ,Coimbatore,2018,9565,First,23.84,1199.0,107.35215130674001,5.0,5.88,0,0,1,0,1,6,3.973333333333333,4.7398414271556
1111,Maruti Swift LXI,Pune,2013,32953,First,18.6,1197.0,85.8,5.0,4.65,0,0,1,0,1,11,1.6909090909090911,16.37009438648783
1112,Hyundai EON Era,Jaipur,2014,18000,First,21.1,814.0,55.2,5.0,2.5,0,0,1,0,1,10,2.1100000000000003,8.937437934458789
1113,Mercedes-Benz E-Class E 220 d,Kochi,2018,20446,First,12.6,1950.0,191.34,5.0,51.35,0,0,1,1,0,6,2.1,10.13181367690783
1114,Hyundai i20 Magna 1.4 CRDi,Hyderabad,2016,33016,First,22.54,1396.0,88.73,5.0,6.85,1,0,0,0,1,8,2.8175,16.376984126984127
1115,Toyota Etios VD,Chennai,2012,48000,First,23.59,1364.0,67.05,5.0,5.25,1,0,0,0,1,12,1.9658333333333333,23.856858846918488
1116,Toyota Corolla Altis Diesel D4DG,Coimbatore,2014,72022,First,21.43,1364.0,87.2,5.0,9.23,1,0,0,0,1,10,2.143,35.76067527308838
1117,Mini Cooper 5 DOOR D,Ahmedabad,2014,34000,First,20.7,1496.0,113.98,5.0,22.0,1,0,0,1,0,10,2.07,16.881827209533267
1118,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,69000,First,20.14,1498.0,88.8,5.0,5.19,1,0,0,0,1,10,2.0140000000000002,34.26017874875869
1119,Skoda Superb Elegance 1.8 TSI AT,Pune,2009,108000,First,13.7,1798.0,157.75,5.0,4.35,0,0,1,1,0,15,0.9133333333333333,53.758088601294176
1120,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Hyderabad,2013,34700,First,10.0,2148.0,107.35215130674001,5.0,24.5,1,0,0,1,0,11,0.9090909090909091,17.237953303527075
1121,Maruti Swift VDi BSIII W/ ABS,Pune,2015,79000,First,17.8,1248.0,107.35215130674001,5.0,5.75,1,0,0,0,1,9,1.9777777777777779,39.20595533498759
1122,Honda City i VTEC CVT VX,Kochi,2016,58197,First,18.0,1497.0,117.3,5.0,9.19,0,0,1,1,0,8,2.25,28.867559523809526
1123,BMW 7 Series 2007-2012 740Li,Pune,2008,66000,Second,8.45,2979.0,107.35215130674001,5.0,10.75,0,0,1,1,0,16,0.528125,32.86852589641434
1124,Hyundai i10 Magna AT,Bangalore,2009,60000,First,19.2,1197.0,107.35215130674001,5.0,2.99,0,0,1,1,0,15,1.28,29.865604778496763
1125,Maruti Swift Dzire VDI,Kolkata,2014,57000,First,26.59,1248.0,107.35215130674001,5.0,3.89,1,0,0,0,1,10,2.659,28.30188679245283
1126,Honda City i DTec VX,Coimbatore,2018,45555,First,26.0,1498.0,98.6,5.0,11.73,1,0,0,0,1,6,4.333333333333333,22.574331020812686
1127,Maruti Omni 8 Seater BSIV,Coimbatore,2016,55137,First,14.0,796.0,107.35215130674001,5.0,3.11,0,0,1,0,1,8,1.75,27.34970238095238
1128,Skoda Superb 2009-2014 Elegance 2.0 TDI MT,Jaipur,2014,93325,Second,17.2,1968.0,138.1,5.0,14.45,1,0,0,0,1,10,1.72,46.33813306852036
1129,Maruti Ertiga SHVS VDI,Ahmedabad,2018,38000,First,24.52,1248.0,88.5,7.0,8.7,1,0,0,0,1,6,4.086666666666667,18.830525272547078
1130,Hyundai Grand i10 CRDi Magna,Kochi,2016,57738,First,24.0,1120.0,107.35215130674001,5.0,5.04,1,0,0,0,1,8,3.0,28.639880952380953
1131,Maruti Ciaz VDi Plus SHVS,Jaipur,2017,38282,First,28.09,1248.0,88.5,5.0,8.5,1,0,0,0,1,7,4.0128571428571425,18.979672781358452
1132,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2014,64000,First,19.27,2143.0,107.35215130674001,5.0,15.65,1,0,0,1,0,10,1.927,31.777557100297916
1133,Fiat Avventura MULTIJET Emotion,Mumbai,2015,32000,First,20.5,1248.0,91.72,5.0,5.65,1,0,0,0,1,9,2.2777777777777777,15.88089330024814
1134,Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Bangalore,2010,83000,First,10.93,2497.0,107.35215130674001,5.0,16.5,0,0,1,1,0,14,0.7807142857142857,41.29353233830846
1136,Volkswagen Vento Petrol Highline,Pune,2012,67200,First,15.04,1598.0,103.6,5.0,3.9,0,0,1,0,1,12,1.2533333333333332,33.39960238568588
1137,BMW 3 Series 320d Luxury Line,Jaipur,2013,62655,First,18.88,1995.0,107.35215130674001,5.0,14.5,1,0,0,1,0,11,1.7163636363636363,31.125186289120716
1138,BMW 5 Series 2013-2017 530d M Sport,Bangalore,2015,16900,First,14.69,2993.0,107.35215130674001,5.0,44.0,1,0,0,1,0,9,1.6322222222222222,8.387096774193548
1139,Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,8471,First,18.9,1197.0,81.86,5.0,5.0,0,0,1,0,1,7,2.6999999999999997,4.1998016856717895
1140,Toyota Innova Crysta 2.8 ZX AT,Hyderabad,2016,69000,First,11.36,2755.0,171.5,7.0,19.75,1,0,0,1,0,8,1.42,34.226190476190474
1141,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,30090,First,19.6,1461.0,108.45,5.0,11.44,1,0,0,1,0,7,2.8000000000000003,14.918195339613288
1142,Tata Indica Vista Aura 1.3 Quadrajet,Chennai,2011,120000,First,18.0,1248.0,107.35215130674001,5.0,1.75,1,0,0,0,1,13,1.3846153846153846,59.67180507210343
1144,Mercedes-Benz E-Class 2009-2013 E 200 CGI Avantgarde,Kochi,2016,35939,First,12.3,1796.0,107.35215130674001,5.0,30.42,0,0,1,0,1,8,1.5375,17.82688492063492
1145,Mahindra XUV500 W8 4WD,Coimbatore,2013,116694,First,15.1,2179.0,107.35215130674001,7.0,9.57,1,0,0,0,1,11,1.3727272727272728,57.970193740685545
1146,Mahindra Bolero ZLX,Mumbai,2016,40448,First,15.96,2523.0,62.1,7.0,3.5,1,0,0,0,1,8,1.995,20.063492063492063
1147,Maruti Vitara Brezza ZDi,Coimbatore,2018,64456,First,24.3,1248.0,88.5,5.0,10.46,1,0,0,0,1,6,4.05,31.94053518334985
1148,Fiat Avventura MULTIJET Emotion,Pune,2014,52782,First,20.5,1248.0,91.72,5.0,4.85,1,0,0,0,1,10,2.05,26.20754716981132
1149,Honda Amaze S Petrol,Kochi,2016,51672,First,19.5,1199.0,88.76,5.0,5.68,0,0,1,0,1,8,2.4375,25.63095238095238
1150,Skoda Superb Elegance 1.8 TSI AT,Mumbai,2015,56073,First,13.7,1798.0,157.75,5.0,13.25,0,0,1,1,0,9,1.5222222222222221,27.827791563275433
1151,Jaguar XF 3.0 Litre S Premium Luxury,Bangalore,2011,65000,First,14.74,2993.0,270.9,5.0,16.0,1,0,0,1,0,13,1.133846153846154,32.322227747389356
1152,Maruti Wagon R VXI BSIII,Chennai,2013,79000,First,18.9,998.0,67.1,5.0,3.0,0,0,1,0,1,11,1.718181818181818,39.244908097367116
1154,Toyota Corolla Altis VL,Mumbai,2010,70200,First,14.53,1798.0,138.1,5.0,5.0,0,0,1,1,0,14,1.0378571428571428,34.92537313432836
1155,Maruti Swift VXi BSIV,Delhi,2016,42000,First,16.1,1197.0,107.35215130674001,5.0,4.75,0,0,1,0,1,8,2.0125,20.833333333333332
1156,Volkswagen Polo 1.2 MPI Highline,Bangalore,2014,62000,First,16.47,1198.0,107.35215130674001,5.0,5.35,0,0,1,0,1,10,1.6469999999999998,30.784508440913605
1157,Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,20000,First,18.9,1197.0,81.86,5.0,5.98,0,0,1,0,1,7,2.6999999999999997,9.91571641051066
1158,Maruti SX4 ZDI,Chennai,2011,80000,Third,21.5,1248.0,88.8,5.0,3.5,1,0,0,0,1,13,1.6538461538461537,39.781203381402285
1159,Hyundai Grand i10 1.2 Kappa Magna,Kochi,2018,50234,First,18.9,1197.0,81.86,5.0,4.77,0,0,1,0,1,6,3.15,24.892963330029733
1160,Maruti Baleno Delta 1.2,Delhi,2016,50003,First,21.4,1197.0,83.1,5.0,5.45,0,0,1,0,1,8,2.675,24.803075396825395
1161,Tata Tigor 1.2 Revotron XTA,Ahmedabad,2018,1000,First,20.3,1199.0,107.35215130674001,5.0,6.85,0,0,1,1,0,6,3.3833333333333333,0.49554013875123887
1162,Maruti Swift Dzire AMT ZDI,Jaipur,2016,54897,First,26.59,1248.0,107.35215130674001,5.0,7.3,1,0,0,1,0,8,3.32375,27.230654761904763
1163,Tata Indica GLS BS IV,Pune,2007,108995,First,15.3,1193.0,65.3,5.0,1.25,0,0,1,0,1,17,0.9,54.30742401594419
1164,Maruti SX4 S Cross DDiS 320 Zeta,Chennai,2015,73000,First,22.7,1598.0,107.35215130674001,5.0,8.25,1,0,0,0,1,9,2.522222222222222,36.22828784119107
1165,Maruti Swift VXI BSIII,Ahmedabad,2008,65000,First,16.1,1298.0,88.2,5.0,2.71,0,0,1,0,1,16,1.00625,32.37051792828685
1166,Hyundai Xcent 1.2 Kappa SX,Kolkata,2016,32000,First,19.1,1197.0,107.35215130674001,5.0,3.6,0,0,1,0,1,8,2.3875,15.873015873015873
1167,Hyundai i20 1.2 Magna,Ahmedabad,2010,65000,First,18.5,1197.0,107.35215130674001,5.0,3.0,0,0,1,0,1,14,1.3214285714285714,32.33830845771144
1168,Maruti Celerio VXI AT,Hyderabad,2016,21600,First,23.1,998.0,67.04,5.0,4.65,0,0,1,1,0,8,2.8875,10.714285714285714
1169,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Mumbai,2010,39000,First,14.84,2143.0,107.35215130674001,5.0,9.5,1,0,0,1,0,14,1.06,19.402985074626866
1170,Maruti Swift Dzire VXi,Mumbai,2011,58075,First,17.5,1298.0,85.8,5.0,2.95,0,0,1,0,1,13,1.3461538461538463,28.878667329686724
1171,Volkswagen Vento Petrol Trendline,Mumbai,2011,58000,First,15.04,1598.0,103.6,5.0,3.0,0,0,1,0,1,13,1.156923076923077,28.84137245151666
1172,Maruti Swift ZDi,Hyderabad,2015,58000,First,25.2,1248.0,107.35215130674001,5.0,5.95,1,0,0,0,1,9,2.8,28.78411910669975
1173,Toyota Corolla Altis VL,Delhi,2008,89000,First,14.53,1798.0,138.1,5.0,4.0,0,0,1,1,0,16,0.908125,44.322709163346616
1174,Honda Civic 2006-2010 1.8 V MT,Delhi,2008,72000,First,13.5,1799.0,107.35215130674001,5.0,2.5,0,0,1,0,1,16,0.84375,35.85657370517928
1175,Ford EcoSport 1.5 Ti VCT AT Titanium BE,Kolkata,2017,1800,First,16.05,1499.0,110.4,5.0,11.37,0,0,1,1,0,7,2.292857142857143,0.8924144769459593
1176,Fiat Linea Emotion Pack (Diesel),Pune,2010,172050,Second,19.0,1248.0,107.35215130674001,5.0,2.25,1,0,0,0,1,14,1.3571428571428572,85.59701492537313
1177,Hyundai i10 Era,Jaipur,2013,46230,First,19.81,1086.0,68.05,5.0,3.1,0,0,1,0,1,11,1.8009090909090908,22.965722801788374
1178,Volvo XC60 D5 Inscription,Kochi,2014,86925,First,11.2,2400.0,107.35215130674001,5.0,17.18,1,0,0,1,0,10,1.1199999999999999,43.160377358490564
1179,Hyundai i20 1.2 Asta,Jaipur,2018,5000,First,18.6,1197.0,81.83,5.0,6.5,0,0,1,0,1,6,3.1,2.4777006937561943
1180,Honda City i DTEC S,Ahmedabad,2014,66000,First,26.0,1498.0,98.6,5.0,5.7,1,0,0,0,1,10,2.6,32.770605759682226
1181,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Ahmedabad,2013,119000,First,12.99,2494.0,107.35215130674001,8.0,8.0,1,0,0,0,1,11,1.180909090909091,59.1157476403378
1182,Renault KWID RXT,Chennai,2016,45000,First,25.17,799.0,53.3,5.0,2.6,0,0,1,0,1,8,3.14625,22.321428571428573
1183,Maruti A-Star Vxi,Hyderabad,2009,66149,First,19.0,998.0,66.1,5.0,2.45,0,0,1,0,1,15,1.2666666666666666,32.92633150821304
1184,Mercedes-Benz B Class B180,Kochi,2014,42070,First,14.8,1595.0,120.7,5.0,11.57,0,0,1,1,0,10,1.48,20.888778550148956
1185,Maruti Wagon R LXI BS IV,Kolkata,2012,35503,First,18.9,998.0,67.1,5.0,2.3,0,0,1,0,1,12,1.575,17.645626242544733
1186,Maruti Swift VDI BSIV,Jaipur,2016,41460,First,25.2,1248.0,107.35215130674001,5.0,5.9,1,0,0,0,1,8,3.15,20.56547619047619
1187,Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,2015,40600,First,17.0,1591.0,121.3,5.0,7.2,0,0,1,1,0,9,1.8888888888888888,20.148883374689827
1188,Hyundai Verna CRDi 1.6 AT SX Option,Ahmedabad,2013,87000,First,22.0,1582.0,126.2,5.0,5.9,1,0,0,1,0,11,2.0,43.21907600596125
1189,Honda City V MT,Chennai,2014,30000,Second,16.8,1497.0,116.3,5.0,6.0,0,0,1,0,1,10,1.6800000000000002,14.895729890764647
1190,Hyundai i10 Magna Optional 1.1L,Kolkata,2010,27089,First,16.0,1086.0,66.7,5.0,1.95,0,0,1,0,1,14,1.1428571428571428,13.477114427860696
1191,Toyota Etios GD SP,Coimbatore,2016,53702,First,23.59,1364.0,67.04,5.0,6.55,1,0,0,0,1,8,2.94875,26.637896825396826
1192,Volvo S60 D4 Momentum,Hyderabad,2015,51000,First,27.03,1969.0,107.35215130674001,5.0,25.0,1,0,0,1,0,9,3.0033333333333334,25.31017369727047
1193,Ford Figo Diesel EXI,Kolkata,2012,36542,First,20.0,1399.0,68.05,5.0,2.65,1,0,0,0,1,12,1.6666666666666667,18.16202783300199
1194,Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Mumbai,2017,15000,First,13.0,2987.0,107.35215130674001,5.0,69.5,1,0,0,1,0,7,1.8571428571428572,7.4367873078829945
1195,BMW 3 Series 320d Luxury Line,Chennai,2012,65000,First,22.69,1995.0,107.35215130674001,5.0,14.0,1,0,0,1,0,12,1.8908333333333334,32.306163021868784
1196,Maruti Alto 800 VXI,Pune,2014,32000,Second,22.74,796.0,47.3,5.0,2.1,0,0,1,0,1,10,2.274,15.888778550148958
1197,Toyota Innova Crysta 2.4 VX MT,Hyderabad,2017,24393,First,13.68,2393.0,147.8,7.0,20.4,1,0,0,0,1,7,1.9542857142857142,12.093703520079325
1198,Volkswagen Polo 1.0 MPI Trendline,Hyderabad,2019,1000,First,18.78,999.0,107.35215130674001,5.0,5.68,0,0,1,0,1,5,3.7560000000000002,0.4952947003467063
1199,Nissan Terrano XL,Mumbai,2014,28238,First,13.24,1598.0,102.5,5.0,5.55,0,0,1,0,1,10,1.324,14.02085402184707
1200,Mitsubishi Pajero Sport 4X4,Mumbai,2013,59000,First,13.5,2477.0,175.56,7.0,12.75,1,0,0,0,1,11,1.2272727272727273,29.30948832588177
1201,Honda Civic 2010-2013 1.8 S MT,Mumbai,2012,92000,Second,14.8,1799.0,130.2,5.0,3.35,0,0,1,0,1,12,1.2333333333333334,45.72564612326044
1202,Maruti Alto 800 LXI,Kolkata,2013,56840,First,22.74,796.0,47.3,5.0,1.55,0,0,1,0,1,11,2.067272727272727,28.23646299056135
1203,Volkswagen Vento Diesel Highline,Coimbatore,2013,62746,Second,20.54,1598.0,103.6,5.0,5.9,1,0,0,0,1,11,1.8672727272727272,31.170392449080975
1204,Land Rover Freelander 2 HSE,Hyderabad,2012,96000,First,12.35,2179.0,187.74,5.0,18.98,1,0,0,1,0,12,1.0291666666666666,47.713717693836976
1205,Honda CR-V 2.0L 2WD MT,Mumbai,2014,24000,First,13.7,1997.0,153.86,5.0,11.51,0,0,1,0,1,10,1.3699999999999999,11.916583912611719
1206,Maruti Ertiga VDI,Mumbai,2016,54000,First,20.77,1248.0,88.76,7.0,7.75,1,0,0,0,1,8,2.59625,26.785714285714285
1207,Toyota Innova 2.5 GX (Diesel) 7 Seater,Chennai,2016,90000,First,12.99,2494.0,100.6,7.0,13.9,1,0,0,0,1,8,1.62375,44.642857142857146
1208,Tata Manza Aura Safire,Kolkata,2010,40000,First,15.0,1368.0,107.35215130674001,5.0,1.35,0,0,1,0,1,14,1.0714285714285714,19.90049751243781
1209,Audi Q7 35 TDI Quattro Premium Plus,Mumbai,2015,65938,Second,12.07,2967.0,241.4,7.0,38.0,1,0,0,1,0,9,1.3411111111111111,32.723573200992554
1210,Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,2017,16100,First,17.1,1591.0,121.4,5.0,11.6,0,0,1,1,0,7,2.442857142857143,7.982151710461081
1211,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Hyderabad,2017,3600,First,21.5,1498.0,108.5,5.0,12.25,1,0,0,1,0,7,3.0714285714285716,1.7848289538919186
1212,Honda City 1.5 S MT,Jaipur,2011,52000,First,17.0,1497.0,107.35215130674001,5.0,3.8,0,0,1,0,1,13,1.3076923076923077,25.857782197911487
1213,Ford Figo Diesel Titanium,Mumbai,2014,54000,First,20.0,1399.0,68.05,5.0,3.25,1,0,0,0,1,10,2.0,26.812313803376366
1214,Honda Jazz 1.2 VX i VTEC,Mumbai,2016,15399,First,18.7,1199.0,88.7,5.0,6.4,0,0,1,0,1,8,2.3375,7.638392857142857
1215,Volkswagen Polo Petrol Highline 1.2L,Bangalore,2012,75000,Second,16.47,1198.0,73.9,5.0,3.95,0,0,1,0,1,12,1.3724999999999998,37.27634194831014
1216,Honda City i-VTEC S,Delhi,2010,76752,First,17.4,1497.0,117.3,5.0,3.57,0,0,1,0,1,14,1.2428571428571427,38.18507462686567
1217,Honda City ZX GXi,Mumbai,2005,56000,Second,17.7,1497.0,107.35215130674001,5.0,1.25,0,0,1,0,1,19,0.9315789473684211,27.930174563591024
1219,Honda CR-V 2.4L 4WD AT AVN,Kolkata,2013,46125,Second,12.0,2354.0,187.4,5.0,12.5,0,0,1,1,0,11,1.0909090909090908,22.913561847988078
1220,BMW 5 Series 2013-2017 520d Luxury Line,Ahmedabad,2014,35000,Second,18.12,1995.0,107.35215130674001,5.0,23.0,1,0,0,1,0,10,1.812,17.378351539225424
1221,Ambassador Classic Nova Diesel,Chennai,2003,80000,Third,12.8,1489.0,35.5,5.0,1.35,1,0,0,0,1,21,0.6095238095238096,39.9400898652022
1222,Mahindra Scorpio VLX 2.2 mHawk BSIII,Coimbatore,2012,62729,First,12.05,2179.0,107.35215130674001,8.0,6.32,1,0,0,0,1,12,1.0041666666666667,31.177435387673956
1223,Volkswagen Vento Diesel Comfortline,Kolkata,2012,34000,First,20.54,1598.0,103.6,5.0,3.4,1,0,0,0,1,12,1.7116666666666667,16.898608349900595
1224,Maruti Zen VX,Jaipur,1999,70000,Second,17.3,993.0,107.35215130674001,5.0,0.77,0,0,1,0,1,25,0.6920000000000001,35.01750875437719
1225,Maruti 800 DX BSII,Jaipur,2009,32000,First,16.1,796.0,107.35215130674001,4.0,0.9,0,0,1,0,1,15,1.0733333333333335,15.928322548531607
1226,Toyota Corolla Altis 1.8 VL CVT,Delhi,2017,21000,First,14.28,1798.0,138.03,5.0,18.0,0,0,1,1,0,7,2.04,10.411502231036192
1227,BMW 3 Series 328i Sport Line,Pune,2013,49000,First,14.59,1997.0,107.35215130674001,5.0,19.0,0,0,1,1,0,11,1.3263636363636364,24.341778440139095
1228,Ford Ikon 1.3 Flair,Chennai,2007,40000,Third,13.8,1299.0,107.35215130674001,5.0,1.1,0,0,1,0,1,17,0.8117647058823529,19.930244145490782
1229,Chevrolet Beat LT,Pune,2012,78000,Second,18.6,1199.0,79.4,5.0,2.0,0,0,1,0,1,12,1.55,38.767395626242546
1230,Toyota Corolla Altis 1.4 DG,Ahmedabad,2012,52000,First,21.43,1364.0,86.79,5.0,6.5,1,0,0,0,1,12,1.7858333333333334,25.84493041749503
